name,genres,year,country,producer,imdb_rating,link
Открытое море,"драма,, ,триллер",2003,США,Крис Кентис,5.8,https://ru.wikipedia.org/wiki/%D0%9E%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B5_%D0%BC%D0%BE%D1%80%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Пункт назначения 2,фильм ужасов,2003,США,Дэвид Р. Эллис,6.2,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BD%D0%BA%D1%82_%D0%BD%D0%B0%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_2
Объект любви,ужасы,2003,,Роберт Париджи,6.3,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8A%D0%B5%D0%BA%D1%82_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8
Обитель дьявола,фильм ужасов,2003,США,Али Биджан,2.9,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B4%D1%8C%D1%8F%D0%B2%D0%BE%D0%BB%D0%B0
Октан,Триллер,2003,,Маркус Адамс,4.3,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
История двух сестёр,"ужасы, ,драма, ,триллер,мистика,[1]",2003,Республика Корея,Ким Чжи Ун,7.1,"https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%B4%D0%B2%D1%83%D1%85_%D1%81%D0%B5%D1%81%D1%82%D1%91%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
Кровавая жатва,слэшер,2003,Франция,Александр Ажа,6.7,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%B2%D0%B0%D0%B2%D0%B0%D1%8F_%D0%B6%D0%B0%D1%82%D0%B2%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Кровавая резня,фильм ужасов,2003,США,Роб Спера,4.4,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%B2%D0%B0%D0%B2%D0%B0%D1%8F_%D1%80%D0%B5%D0%B7%D0%BD%D1%8F
Лепрекон 6: Домой,"слэшер,комедия,фантастика",2000,США,Стивен Эйромлуй,3.9,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BF%D1%80%D0%B5%D0%BA%D0%BE%D0%BD_6:_%D0%94%D0%BE%D0%BC%D0%BE%D0%B9
Кошмар дома на холмах,слэшер,2003,США,Тоуб Хупер,5.3,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88%D0%BC%D0%B0%D1%80_%D0%B4%D0%BE%D0%BC%D0%B0_%D0%BD%D0%B0_%D1%85%D0%BE%D0%BB%D0%BC%D0%B0%D1%85_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
Могильщик Гейси,"фильм-биография, ,криминальный фильм, ,драма, ,триллер",2003,США,Клив Саундерс,4.7,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B3%D0%B8%D0%BB%D1%8C%D1%89%D0%B8%D0%BA_%D0%93%D0%B5%D0%B9%D1%81%D0%B8
Ловец снов,"ужасы,, ,фантастика,, ,триллер",2003,США,Лоуренс Кэздан,5.5,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B2%D0%B5%D1%86_%D1%81%D0%BD%D0%BE%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
Другой мир,"Боевик,Триллер,Фантастика",2003,,Лен Уайзман,7.0,"https://ru.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B3%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
Дракула 2: Вознесение,фильм о вампирах,1972,,Патрик Люссье,4.6,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B0%D0%BA%D1%83%D0%BB%D0%B0_2:_%D0%92%D0%BE%D0%B7%D0%BD%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D0%B5
Зазеркалье,ужасы о сверхъестественном,2003,Республика Корея,Сон Хо Ким,6.4,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D1%8C%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Дитя луны,"фантастика, про вампиров",2003,Япония,Такахиса Дзэдзэ,6.2,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D1%82%D1%8F_%D0%9B%D1%83%D0%BD%D1%8B
Дом 1000 трупов,"Фильм ужасов,, ,чёрная комедия,, ,фантастика",2003,США,Роб Зомби,6.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_1000_%D1%82%D1%80%D1%83%D0%BF%D0%BE%D0%B2
Дежурный аптекарь,"криминальный фильм,драма,фильм ужасов,триллер",2003,Франция,Жан Вебер,5.2,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B6%D1%83%D1%80%D0%BD%D1%8B%D0%B9_%D0%B0%D0%BF%D1%82%D0%B5%D0%BA%D0%B0%D1%80%D1%8C
Джиперс Криперс 2,"фильм ужасов,триллер",2002,,Виктор Сальва,5.7,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%BF%D0%B5%D1%80%D1%81_%D0%9A%D1%80%D0%B8%D0%BF%D0%B5%D1%80%D1%81_2
Готика,"триллер,фильм ужасов,детектив",2003,США,Матьё Кассовиц,5.8,"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%82%D0%B8%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
Дом мертвецов,фильм ужасов,1997,,Уве Болл,2.1,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BC%D1%91%D1%80%D1%82%D0%B2%D1%8B%D1%85
Возвращение реаниматора,фильм ужасов,2003,,Брайан Юзна,5.8,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%B2%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_%D1%80%D0%B5%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%BE%D1%80%D0%B0
Восставшие из мёртвых,"фильм ужасов,комедия",2003,Австралия,Братья Спириги,5.4,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%B2%D1%88%D0%B8%D0%B5_%D0%B8%D0%B7_%D0%BC%D1%91%D1%80%D1%82%D0%B2%D1%8B%D1%85
Ярость гризли,фильм ужасов,2007,Канада,Дэвид Де Кото,2.6,https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_%D0%B3%D1%80%D0%B8%D0%B7%D0%BB%D0%B8
Гвозди,"фильм ужасов,артхаус",2003,,Андрей Исканов,5.4,https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%BE%D0%B7%D0%B4%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Ярость,"фильм ужасов,[1],[2],фильм о зомби",2007,США,Роберт Куртцман,4.2,"https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Чужой лес,"фильм ужасов,, ,триллер",2007,,Тони Гиглио,5.2,https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B6%D0%BE%D0%B9_%D0%BB%D0%B5%D1%81
Шёпот,"триллер,ужасы,драма,криминал",2007,США,Стюарт Хендлер,5.7,"https://ru.wikipedia.org/wiki/%D0%A8%D1%91%D0%BF%D0%BE%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Шрам 3D,фильм ужасов,2007,США,Джед Вейнтроб,4.1,https://ru.wikipedia.org/wiki/%D0%A8%D1%80%D0%B0%D0%BC_3D
Хэллоуин 2007,"Психологические ужасы,слэшер,триллер,драма,Сплэттер,Криминальный фильм",2002,США,Роб Зомби,6.0,https://ru.wikipedia.org/wiki/%D0%A5%D1%8D%D0%BB%D0%BB%D0%BE%D1%83%D0%B8%D0%BD_2007
Шоу уродов,"сплэттер, ,фильм ужасов",2007,США,Дрю Белл,3.3,https://ru.wikipedia.org/wiki/%D0%A8%D0%BE%D1%83_%D1%83%D1%80%D0%BE%D0%B4%D0%BE%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Хостел 2,"фильм ужасов,[2],[3],[…],фильм-триллер,ЛГБТ-фильм,[d],слэшер,[4],сплэттер",2007,США,Элай Рот,5.5,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%81%D1%82%D0%B5%D0%BB_2
Холод,ужас,2007,США,Серж Роднунски,3.0,"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Эд Гейн: Мясник из Плэйнфилда,"криминальный фильм,драма,фильм ужасов,триллер",2007,США,Майкл Фейфер,3.7,https://ru.wikipedia.org/wiki/%D0%AD%D0%B4_%D0%93%D0%B5%D0%B9%D0%BD:_%D0%9C%D1%8F%D1%81%D0%BD%D0%B8%D0%BA_%D0%B8%D0%B7_%D0%9F%D0%BB%D1%8D%D0%B9%D0%BD%D1%84%D0%B8%D0%BB%D0%B4%D0%B0
Услуги преисподней стоят дорого 2: Вендетта,фильм ужасов,1930,Великобритания,Майкл Хёрст,4.4,https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8_%D0%BF%D1%80%D0%B5%D0%B8%D1%81%D0%BF%D0%BE%D0%B4%D0%BD%D0%B5%D0%B9_%D1%81%D1%82%D0%BE%D1%8F%D1%82_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%BE_2:_%D0%92%D0%B5%D0%BD%D0%B4%D0%B5%D1%82%D1%82%D0%B0
У холмов есть глаза 2,фильм ужасов,2007,США,Мартин Вайз,5.1,"https://ru.wikipedia.org/wiki/%D0%A3_%D1%85%D0%BE%D0%BB%D0%BC%D0%BE%D0%B2_%D0%B5%D1%81%D1%82%D1%8C_%D0%B3%D0%BB%D0%B0%D0%B7%D0%B0_2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Суицидальная песня,"триллер,, ,ужасы",2007,Япония,Масато Харада,5.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B8%D1%86%D0%B8%D0%B4%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F
Страх[и] темноты,"драма,фильм ужасов",2007,Франция,Блатч,6.6,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D1%85(%D0%B8)_%D1%82%D0%B5%D0%BC%D0%BD%D0%BE%D1%82%D1%8B
Только по договорёности,"триллер, / ,фильм ужасов",2008,США,Джон Терлески,5.2,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE_%D0%BF%D0%BE_%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%91%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D0%B8
Сид: Месть восставшего,фильм ужасов,2007,Канада,Уве Болл,3.1,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B4:_%D0%9C%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%B2%D1%88%D0%B5%D0%B3%D0%BE
Роковой город,чёрная комедия,2007,Канада,Аллан Мойле,6.2,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BA%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4
"Суини Тодд, демон-парикмахер с Флит-стрит","мюзикл,драма,триллер,, ,ужасы,, ,готика",1979,США,Тим Бёртон,7.3,"https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B8%D0%BD%D0%B8_%D0%A2%D0%BE%D0%B4%D0%B4,_%D0%B4%D0%B5%D0%BC%D0%BE%D0%BD-%D0%BF%D0%B0%D1%80%D0%B8%D0%BA%D0%BC%D0%B0%D1%85%D0%B5%D1%80_%D1%81_%D0%A4%D0%BB%D0%B8%D1%82-%D1%81%D1%82%D1%80%D0%B8%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Святое место,фильм ужасов,2007,США,Дэвид Бенулло,4.4,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Смерти Иэна Стоуна,"фильм ужасов,, ,боевик",2007,США,Дарио Ди Пиана,5.5,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D0%B8_%D0%98%D1%8D%D0%BD%D0%B0_%D0%A1%D1%82%D0%BE%D1%83%D0%BD%D0%B0
Приют,"ужасы,мистика,[1]",2007,,Хуан Антонио Байона,7.4,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%8E%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Репортаж,"фильм ужасов,псевдодокументальный фильм",2007,Испания,Жауме Балагеро,7.4,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BF%D0%BE%D1%80%D1%82%D0%B0%D0%B6_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Путевой обходчик,"слэшер,, ,триллер",2007,Россия,Игорь Шавлак,4.1,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B5%D0%B2%D0%BE%D0%B9_%D0%BE%D0%B1%D1%85%D0%BE%D0%B4%D1%87%D0%B8%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Посланники,фильм ужасов,2007,США,Оксид Пан,5.3,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Поворот не туда 2: Тупик,слэшер,2007,США,Джо Линч,5.4,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82_%D0%BD%D0%B5_%D1%82%D1%83%D0%B4%D0%B0_2:_%D0%A2%D1%83%D0%BF%D0%B8%D0%BA
Пропавшие,"драма,фильм ужасов,триллер",2007,Великобритания,Ринган Ледвидж,5.3,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BF%D0%B0%D0%B2%D1%88%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Похищение,"Фильм ужасов,Фильм-триллер",2007,США,Ролан Жоффе,4.6,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%B8%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
Первобытное зло,"природный фильм ужасов,приключенческий боевик",2007,США,Майкл Кэтлман,4.8,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B1%D1%8B%D1%82%D0%BD%D0%BE%D0%B5_%D0%B7%D0%BB%D0%BE
Парковка,"фильм ужасов, , ,триллер",2007,США,Франк Кальфун,5.9,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Первенец,"драма,, ,триллер,, ,ужасы,, мистика",2007,США,Исаак Вэбб,4.7,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B5%D0%BD%D0%B5%D1%86_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Паранормальное явление,фильм ужасов о сверхъестественном,2007,США,Орен Пели,6.3,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%BD%D0%BE%D1%80%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Пила 4,фильм ужасов,2007,,Даррен Линн Боусман,5.9,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BB%D0%B0_4
Охота на динозавра,"триллер,научная фантастика",2007,,Брайан Клайд,3.0,https://ru.wikipedia.org/wiki/%D0%9E%D1%85%D0%BE%D1%82%D0%B0_%D0%BD%D0%B0_%D0%B4%D0%B8%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D1%80%D0%B0
Око зверя,фильм ужасов,2007,Канада,Гарри Йэтс,4.3,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D0%BE_%D0%B7%D0%B2%D0%B5%D1%80%D1%8F
Особь: Пробуждение,"фильм ужасов,фантастический фильм",2007,США,Ник Лайон,4.0,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BE%D0%B1%D1%8C:_%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
Обитель зла 3,боевик ужасов,2007,Германия,Рассел Малкэхи,6.2,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B7%D0%BB%D0%B0_3
Сауна,"хоррор, / ,исторический фильм",2008,Финляндия,Антти-Юсси Аннила,6.2,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%83%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Руины,Фильм ужасов,2008,Австралия,Картер Смит,5.9,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B8%D0%BD%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Развлечение,"фильм ужасов, ,триллер",2008,США,Джон Симпсон,4.9,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B2%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Райское озеро,"триллер,фильм ужасов",2008,Великобритания,Джеймс Уоткинс,6.7,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_%D0%BE%D0%B7%D0%B5%D1%80%D0%BE
Рипо! Генетическая опера,"мюзикл,, ,драма,, ,антиутопия,, ,фантастика,, ,сплаттерпанк",2008,США,Даррен Линн Баусман,6.4,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%BF%D0%BE!_%D0%93%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0
С.С.Д.,слэшер,1984,Россия,Вадим Шмелёв,4.3,https://ru.wikipedia.org/wiki/%D0%A1._%D0%A1._%D0%94.
Психушка,фильм ужасов,2008,США,Дэвид Р. Эллис,4.0,https://ru.wikipedia.org/wiki/%D0%9F%D1%81%D0%B8%D1%85%D1%83%D1%88%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Пульс 3: Вторжение,фильм ужасов,2008,США,Джоэль Сойссон,3.7,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BB%D1%8C%D1%81_3:_%D0%92%D1%82%D0%BE%D1%80%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5
Пульс 2: После жизни,фильм ужасов,2008,США,Джоэль Сойссон,3.4,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BB%D1%8C%D1%81_2:_%D0%9F%D0%BE%D1%81%D0%BB%D0%B5_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8
Пропащие ребята 2: Племя,"фильм ужасов,комедия",2008,США,Пи Джей Пеше,4.5,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BF%D0%B0%D1%89%D0%B8%D0%B5_%D1%80%D0%B5%D0%B1%D1%8F%D1%82%D0%B0:_%D0%9F%D0%BB%D0%B5%D0%BC%D1%8F
Полуночный экспресс,фильм ужасов,2008,,Рюхэй Китамура,6.0,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%83%D0%BD%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D1%8D%D0%BA%D1%81%D0%BF%D1%80%D0%B5%D1%81%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
"Отто, или В компании мертвецов",фильм ужасов,2008,Германия,Брюс Лабрюс,5.1,"https://ru.wikipedia.org/wiki/%D0%9E%D1%82%D1%82%D0%BE,_%D0%B8%D0%BB%D0%B8_%D0%92_%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8_%D0%BC%D0%B5%D1%80%D1%82%D0%B2%D0%B5%D1%86%D0%BE%D0%B2"
Патология,"криминал,, ,триллер,, ,фильм ужасов",2008,США,Марк Шолерманн,5.9,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Пила 5,ужасы,2008,,Дэвид Хакл,5.8,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BB%D0%B0_5
Поймать ведьму,"Фильм ужасов,псевдодокументальный фильм,мистика",2008,Россия,Андрей Шальопа,5.8,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B9%D0%BC%D0%B0%D1%82%D1%8C_%D0%B2%D0%B5%D0%B4%D1%8C%D0%BC%D1%83
Пожираемые заживо,"ужасы, / ,триллер",2008,США,Джефф Балер,5.0,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B6%D0%B8%D1%80%D0%B0%D0%B5%D0%BC%D1%8B%D0%B5_%D0%B7%D0%B0%D0%B6%D0%B8%D0%B2%D0%BE
Остаться в живых 2: Воскрешение,Слэшер,2008,Норвегия,Матс Штенберг,6.1,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D0%B0%D1%82%D1%8C%D1%81%D1%8F_%D0%B2_%D0%B6%D0%B8%D0%B2%D1%8B%D1%85_2:_%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D0%B5
Организм,"боевик,фильм ужасов,фантастика,триллер",2008,США,Ричард Джеффрис,4.6,"https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Один пропущенный звонок,фильм ужасов,2008,США,Эрик Валетт,4.0,"https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%B8%D0%BD_%D0%BF%D1%80%D0%BE%D0%BF%D1%83%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B7%D0%B2%D0%BE%D0%BD%D0%BE%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Один в темноте 2,"фэнтези,, ,фильм ужасов,, ,триллер",2009,Германия,Михаэль Рёш,2.6,https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%B8%D0%BD_%D0%B2_%D1%82%D0%B5%D0%BC%D0%BD%D0%BE%D1%82%D0%B5_2
Ничего себе поездочка 2: Смерть впереди,"слэшер, / ,триллер",2008,США,Луи Морно,5.1,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D1%87%D0%B5%D0%B3%D0%BE_%D1%81%D0%B5%D0%B1%D0%B5_%D0%BF%D0%BE%D0%B5%D0%B7%D0%B4%D0%BE%D1%87%D0%BA%D0%B0_2:_%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%B2%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B8
Обитель зла: Вырождение,"экшн,,,научная фантастика,, ,ужасы,саундтрек, аниме",2008,Япония,"Камия, Макото",6.4,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B7%D0%BB%D0%B0:_%D0%92%D1%8B%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
Незнакомцы,ужасы,2008,США,Брайан Бертино,6.1,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%BC%D1%86%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Монстро,"фантастика,, ,триллер,, ,ужасы,, ,псевдодокументальный фильм",2008,США,Мэтт Ривз,7.0,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%81%D1%82%D1%80%D0%BE
Карантин,"фильм ужасов,, ,триллер",2008,США,Джон Э. Даудл,5.9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Мамуля и папуля,"Ужасы,, ,Триллер",2008,Великобритания,Стивен Шейл,5.9,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BC%D1%83%D0%BB%D1%8F_%D0%B8_%D0%BF%D0%B0%D0%BF%D1%83%D0%BB%D1%8F
Колин,фильм ужасов,2008,Великобритания,Марк Прайс,4.7,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B8%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Кагбени,триллер,2008,Непал,Бхусан Дахал,7.4,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B3%D0%B1%D0%B5%D0%BD%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Мумия: Гробница императора драконов,"фэнтезийный, ,приключенческий боевик",1946,США,Роб Коэн,5.2,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%BC%D0%B8%D1%8F:_%D0%93%D1%80%D0%BE%D0%B1%D0%BD%D0%B8%D1%86%D0%B0_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B0_%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2
Заноза,ужасы,2008,США,Тоби Уилкинс,6.1,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BD%D0%BE%D0%B7%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Дурная биология,трэш,1982,США,Фрэнк Хененлоттер,4.7,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D1%80%D0%BD%D0%B0%D1%8F_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
